,Position 0.0 mm,Position 1.0 mm,Position 2.0 mm,Position 3.0 mm,Position 4.0 mm,Position 5.0 mm,Position 6.0 mm,Position 7.0 mm,Position 8.0 mm,Position 9.0 mm,Position 10.0 mm,Position 11.0 mm,Position 12.0 mm,Position 13.0 mm,Position 14.0 mm,Position 15.0 mm,Position 16.0 mm,Position 17.0 mm,Position 18.0 mm,Position 19.0 mm,Position 20.0 mm,Position 21.0 mm,Position 22.0 mm,Position 23.0 mm,Position 24.0 mm,Position 25.0 mm,Position 26.0 mm
491,1000.00,949.49,899.16,849.18,799.73,750.96,703.03,656.08,610.22,565.57,522.22,480.23,439.66,400.53,362.85,326.61,291.77,258.28,226.06,195.02,165.05,136.03,107.82,80.27,53.23,26.53,0.00
492,1000.00,949.54,899.25,849.32,799.90,751.17,703.28,656.35,610.52,565.90,522.56,480.59,440.02,400.89,363.21,326.96,292.11,258.59,226.35,195.28,165.28,136.23,107.98,80.40,53.32,26.57,0.00
493,1000.00,949.58,899.34,849.45,800.07,751.38,703.52,656.63,610.83,566.22,522.90,480.94,440.38,401.26,363.57,327.31,292.44,258.91,226.65,195.55,165.52,136.43,108.15,80.52,53.40,26.61,0.00
494,1000.00,949.62,899.43,849.58,800.24,751.59,703.76,656.90,611.12,566.54,523.24,481.29,440.74,401.62,363.93,327.66,292.78,259.23,226.94,195.82,165.76,136.63,108.31,80.65,53.48,26.66,0.00
495,1000.00,949.67,899.51,849.71,800.41,751.80,704.00,657.17,611.42,566.86,523.58,481.64,441.10,401.97,364.28,328.00,293.11,259.54,227.23,196.08,165.99,136.83,108.48,80.77,53.57,26.70,0.00
496,1000.00,949.71,899.60,849.83,800.58,752.00,704.24,657.44,611.72,567.18,523.92,481.99,441.45,402.33,364.64,328.35,293.44,259.86,227.52,196.35,166.22,137.03,108.64,80.90,53.65,26.74,0.00
497,1000.00,949.76,899.69,849.96,800.75,752.21,704.48,657.71,612.02,567.50,524.25,482.34,441.81,402.69,364.99,328.69,293.77,260.17,227.81,196.61,166.46,137.23,108.80,81.02,53.74,26.78,0.00
498,1000.00,949.80,899.77,850.09,800.92,752.41,704.72,657.98,612.31,567.82,524.58,482.68,442.16,403.04,365.34,329.04,294.10,260.48,228.10,196.87,166.69,137.43,108.97,81.15,53.82,26.83,0.00
499,1000.00,949.84,899.86,850.22,801.08,752.62,704.96,658.25,612.60,568.13,524.92,483.03,442.51,403.40,365.69,329.38,294.43,260.79,228.39,197.13,166.92,137.63,109.13,81.27,53.90,26.87,0.00
500,1000.00,949.89,899.94,850.34,801.25,752.82,705.20,658.52,612.90,568.45,525.25,483.37,442.86,403.75,366.04,329.72,294.76,261.10,228.68,197.39,167.15,137.83,109.29,81.39,53.99,26.91,0.00
501,1000.00,949.93,900.03,850.47,801.42,753.02,705.43,658.78,613.19,568.76,525.58,483.71,443.21,404.10,366.39,330.06,295.08,261.41,228.96,197.65,167.38,138.02,109.45,81.52,54.07,26.95,0.00
502,1000.00,949.97,900.12,850.60,801.58,753.22,705.67,659.05,613.48,569.07,525.91,484.05,443.56,404.45,366.73,330.40,295.41,261.72,229.25,197.91,167.61,138.22,109.61,81.64,54.15,26.99,0.00
503,1000.00,950.01,900.20,850.72,801.75,753.42,705.90,659.31,613.77,569.38,526.23,484.39,443.90,404.80,367.08,330.73,295.73,262.02,229.53,198.17,167.84,138.41,109.77,81.76,54.23,27.03,0.00
504,1000.00,950.06,900.28,850.85,801.91,753.62,706.13,659.57,614.06,569.69,526.56,484.73,444.25,405.14,367.42,331.07,296.06,262.33,229.81,198.43,168.06,138.61,109.93,81.88,54.31,27.08,0.00
505,1000.00,950.10,900.37,850.97,802.07,753.82,706.37,659.83,614.34,570.00,526.89,485.07,444.59,405.49,367.76,331.40,296.38,262.63,230.09,198.68,168.29,138.80,110.09,82.00,54.40,27.12,0.00
506,1000.00,950.14,900.45,851.10,802.23,754.02,706.60,660.09,614.63,570.31,527.21,485.40,444.94,405.83,368.11,331.74,296.70,262.93,230.38,198.94,168.52,139.00,110.24,82.12,54.48,27.16,0.00
507,1000.00,950.18,900.54,851.22,802.40,754.22,706.83,660.35,614.92,570.61,527.53,485.74,445.28,406.18,368.45,332.07,297.02,263.23,230.66,199.19,168.74,139.19,110.40,82.24,54.56,27.20,0.00
508,1000.00,950.23,900.62,851.34,802.56,754.41,707.06,660.61,615.20,570.92,527.86,486.07,445.62,406.52,368.78,332.40,297.33,263.54,230.93,199.45,168.97,139.38,110.56,82.36,54.64,27.24,0.00
509,1000.00,950.27,900.70,851.47,802.72,754.61,707.28,660.87,615.48,571.22,528.18,486.40,445.96,406.86,369.12,332.73,297.65,263.83,231.21,199.70,169.19,139.57,110.71,82.48,54.72,27.28,0.00
510,1000.00,950.31,900.78,851.59,802.88,754.81,707.51,661.13,615.77,571.53,528.49,486.74,446.29,407.20,369.46,333.06,297.97,264.13,231.49,199.95,169.41,139.76,110.87,82.60,54.80,27.32,0.00
511,1000.00,950.35,900.87,851.71,803.04,755.00,707.74,661.38,616.05,571.83,528.81,487.07,446.63,407.54,369.79,333.39,298.28,264.43,231.77,200.20,169.63,139.95,111.02,82.72,54.88,27.36,0.00
512,1000.00,950.39,900.95,851.83,803.20,755.19,707.97,661.64,616.33,572.13,529.13,487.39,446.97,407.88,370.13,333.71,298.59,264.73,232.04,200.45,169.85,140.14,111.18,82.83,54.96,27.40,0.00
513,1000.00,950.43,901.03,851.95,803.35,755.39,708.19,661.89,616.60,572.43,529.45,487.72,447.30,408.21,370.46,334.04,298.91,265.02,232.31,200.70,170.07,140.33,111.33,82.95,55.04,27.44,0.00
514,1000.00,950.47,901.11,852.07,803.51,755.58,708.42,662.14,616.88,572.73,529.76,488.05,447.63,408.55,370.79,334.36,299.22,265.32,232.59,200.95,170.29,140.52,111.49,83.07,55.12,27.48,0.00
515,1000.00,950.51,901.19,852.19,803.67,755.77,708.64,662.40,617.16,573.02,530.07,488.37,447.96,408.88,371.12,334.68,299.53,265.61,232.86,201.19,170.51,140.70,111.64,83.18,55.19,27.52,0.00
516,1000.00,950.56,901.27,852.31,803.83,755.96,708.86,662.65,617.43,573.32,530.39,488.70,448.30,409.21,371.45,335.00,299.84,265.90,233.13,201.44,170.73,140.89,111.79,83.30,55.27,27.56,0.00
517,1000.00,950.60,901.35,852.43,803.98,756.15,709.08,662.90,617.71,573.62,530.70,489.02,448.62,409.54,371.78,335.32,300.14,266.19,233.40,201.69,170.95,141.08,111.94,83.42,55.35,27.60,0.00
518,1000.00,950.64,901.43,852.55,804.14,756.34,709.30,663.15,617.98,573.91,531.01,489.34,448.95,409.87,372.11,335.64,300.45,266.48,233.67,201.93,171.16,141.26,112.09,83.53,55.43,27.64,0.00
519,1000.00,950.68,901.51,852.67,804.29,756.53,709.52,663.40,618.26,574.20,531.32,489.66,449.28,410.20,372.43,335.96,300.76,266.77,233.94,202.17,171.38,141.44,112.25,83.65,55.51,27.68,0.00
520,1000.00,950.72,901.59,852.78,804.45,756.72,709.74,663.64,618.53,574.49,531.62,489.98,449.60,410.53,372.76,336.28,301.06,267.06,234.21,202.42,171.59,141.63,112.40,83.76,55.58,27.71,0.00
521,1000.00,950.76,901.67,852.90,804.60,756.91,709.96,663.89,618.80,574.78,531.93,490.30,449.93,410.85,373.08,336.59,301.37,267.35,234.47,202.66,171.81,141.81,112.55,83.88,55.66,27.75,0.00
522,1000.00,950.80,901.75,853.02,804.75,757.09,710.18,664.13,619.07,575.07,532.23,490.61,450.25,411.18,373.40,336.91,301.67,267.63,234.74,202.90,172.02,141.99,112.69,83.99,55.74,27.79,0.00
523,1000.00,950.84,901.83,853.13,804.90,757.28,710.40,664.38,619.34,575.36,532.54,490.93,450.57,411.50,373.72,337.22,301.97,267.92,235.00,203.14,172.23,142.18,112.84,84.10,55.81,27.83,0.00
524,1000.00,950.87,901.91,853.25,805.06,757.47,710.61,664.62,619.60,575.65,532.84,491.24,450.89,411.83,374.04,337.53,302.27,268.20,235.26,203.38,172.45,142.36,112.99,84.22,55.89,27.87,0.00
525,1000.00,950.91,901.98,853.37,805.21,757.65,710.83,664.87,619.87,575.94,533.14,491.56,451.21,412.15,374.36,337.84,302.57,268.48,235.53,203.62,172.66,142.54,113.14,84.33,55.97,27.91,0.00
526,1000.00,950.95,902.06,853.48,805.36,757.83,711.04,665.11,620.14,576.22,533.45,491.87,451.53,412.47,374.68,338.15,302.87,268.77,235.79,203.85,172.87,142.72,113.29,84.44,56.04,27.95,0.00
527,1000.00,950.99,902.14,853.60,805.51,758.02,711.26,665.35,620.40,576.51,533.74,492.18,451.85,412.79,374.99,338.46,303.16,269.05,236.05,204.09,173.08,142.90,113.43,84.55,56.12,27.98,0.00
528,1000.00,951.03,902.22,853.71,805.66,758.20,711.47,665.59,620.66,576.79,534.04,492.49,452.17,413.10,375.31,338.77,303.46,269.33,236.31,204.33,173.29,143.08,113.58,84.66,56.19,28.02,0.00
529,1000.00,951.07,902.29,853.82,805.81,758.38,711.68,665.83,620.93,577.07,534.34,492.80,452.48,413.42,375.62,339.08,303.75,269.61,236.57,204.56,173.49,143.25,113.72,84.77,56.27,28.06,0.00
530,1000.00,951.11,902.37,853.94,805.95,758.56,711.89,666.07,621.19,577.35,534.64,493.10,452.80,413.74,375.94,339.38,304.05,269.88,236.83,204.80,173.70,143.43,113.87,84.89,56.34,28.10,0.00
531,1000.00,951.15,902.45,854.05,806.10,758.74,712.10,666.30,621.45,577.63,534.93,493.41,453.11,414.05,376.25,339.69,304.34,270.16,237.08,205.03,173.91,143.61,114.01,85.00,56.42,28.13,0.00
532,1000.00,951.18,902.52,854.16,806.25,758.92,712.31,666.54,621.71,577.91,535.23,493.72,453.42,414.36,376.56,339.99,304.63,270.44,237.34,205.26,174.11,143.78,114.16,85.11,56.49,28.17,0.00
533,1000.00,951.22,902.60,854.27,806.40,759.10,712.52,666.78,621.97,578.19,535.52,494.02,453.73,414.68,376.87,340.29,304.92,270.71,237.59,205.49,174.32,143.96,114.30,85.21,56.56,28.21,0.00
534,1000.00,951.26,902.67,854.38,806.54,759.28,712.73,667.01,622.22,578.47,535.81,494.32,454.04,414.99,377.18,340.59,305.21,270.98,237.85,205.73,174.52,144.13,114.44,85.32,56.64,28.25,0.00
535,1000.00,951.30,902.75,854.50,806.69,759.46,712.94,667.24,622.48,578.74,536.10,494.62,454.35,415.30,377.48,340.89,305.50,271.26,238.10,205.96,174.73,144.31,114.59,85.43,56.71,28.28,0.00
536,1000.00,951.34,902.82,854.61,806.83,759.64,713.14,667.48,622.74,579.02,536.39,494.92,454.65,415.61,377.79,341.19,305.79,271.53,238.35,206.18,174.93,144.48,114.73,85.54,56.78,28.32,0.00
537,1000.00,951.37,902.90,854.72,806.98,759.81,713.35,667.71,622.99,579.29,536.68,495.22,454.96,415.91,378.10,341.49,306.08,271.80,238.61,206.41,175.13,144.66,114.87,85.65,56.86,28.36,0.00
538,1000.00,951.41,902.97,854.83,807.12,759.99,713.56,667.94,623.25,579.56,536.97,495.52,455.26,416.22,378.40,341.79,306.36,272.07,238.86,206.64,175.33,144.83,115.01,85.76,56.93,28.39,0.00
539,1000.00,951.45,903.05,854.94,807.26,760.16,713.76,668.17,623.50,579.84,537.26,495.82,455.57,416.53,378.70,342.08,306.64,272.34,239.11,206.87,175.53,145.00,115.15,85.86,57.00,28.43,0.00
540,1000.00,951.49,903.12,855.05,807.41,760.34,713.96,668.40,623.75,580.11,537.54,496.12,455.87,416.83,379.00,342.38,306.93,272.61,239.35,207.09,175.73,145.17,115.29,85.97,57.07,28.46,0.00
541,1000.00,951.52,903.19,855.15,807.55,760.51,714.17,668.63,624.00,580.38,537.83,496.41,456.17,417.13,379.30,342.67,307.21,272.87,239.60,207.32,175.93,145.34,115.43,86.08,57.15,28.50,0.00
542,1000.00,951.56,903.27,855.26,807.69,760.68,714.37,668.86,624.25,580.65,538.11,496.71,456.47,417.44,379.60,342.96,307.49,273.14,239.85,207.54,176.13,145.51,115.57,86.18,57.22,28.54,0.00
543,1000.00,951.60,903.34,855.37,807.83,760.86,714.57,669.08,624.50,580.91,538.39,497.00,456.77,417.74,379.90,343.26,307.77,273.41,240.10,207.77,176.33,145.68,115.71,86.29,57.29,28.57,0.00
544,1000.00,951.63,903.41,855.48,807.97,761.03,714.77,669.31,624.75,581.18,538.67,497.29,457.07,418.04,380.20,343.55,308.05,273.67,240.34,207.99,176.53,145.85,115.85,86.39,57.36,28.61,0.00
545,1000.00,951.67,903.48,855.58,808.11,761.20,714.97,669.53,625.00,581.45,538.96,497.58,457.37,418.34,380.50,343.84,308.33,273.93,240.59,208.21,176.72,146.02,115.98,86.50,57.43,28.64,0.00
546,1000.00,951.71,903.55,855.69,808.25,761.37,715.17,669.76,625.24,581.71,539.23,497.87,457.66,418.63,380.79,344.12,308.61,274.20,240.83,208.43,176.92,146.19,116.12,86.60,57.50,28.68,0.00
547,1000.00,951.74,903.63,855.80,808.39,761.54,715.37,669.98,625.49,581.98,539.51,498.16,457.96,418.93,381.08,344.41,308.88,274.46,241.07,208.65,177.11,146.35,116.26,86.71,57.57,28.71,0.00
548,1000.00,951.78,903.70,855.90,808.53,761.71,715.56,670.21,625.73,582.24,539.79,498.45,458.25,419.23,381.38,344.70,309.16,274.72,241.31,208.87,177.31,146.52,116.39,86.81,57.64,28.75,0.00
549,1000.00,951.81,903.77,856.01,808.67,761.88,715.76,670.43,625.98,582.50,540.07,498.73,458.54,419.52,381.67,344.98,309.43,274.98,241.55,209.09,177.50,146.69,116.53,86.91,57.71,28.79,0.00
550,1000.00,951.85,903.84,856.11,808.81,762.05,715.96,670.65,626.22,582.76,540.34,499.02,458.84,419.81,381.96,345.27,309.71,275.24,241.79,209.31,177.70,146.85,116.66,87.02,57.78,28.82,0.00
551,1000.00,951.88,903.91,856.22,808.94,762.21,716.15,670.87,626.46,583.02,540.62,499.30,459.13,420.11,382.25,345.55,309.98,275.49,242.03,209.53,177.89,147.02,116.80,87.12,57.85,28.86,0.00
552,1000.00,951.92,903.98,856.32,809.08,762.38,716.35,671.09,626.70,583.28,540.89,499.59,459.42,420.40,382.54,345.83,310.25,275.75,242.27,209.74,178.08,147.18,116.93,87.22,57.92,28.89,0.00
553,1000.00,951.96,904.05,856.43,809.22,762.55,716.54,671.31,626.94,583.54,541.16,499.87,459.70,420.69,382.83,346.11,310.52,276.01,242.51,209.96,178.27,147.34,117.07,87.32,57.99,28.92,0.00
554,1000.00,951.99,904.12,856.53,809.35,762.71,716.73,671.52,627.18,583.80,541.43,500.15,459.99,420.98,383.11,346.39,310.79,276.26,242.75,210.18,178.46,147.51,117.20,87.43,58.06,28.96,0.00
555,1000.00,952.03,904.19,856.63,809.49,762.88,716.93,671.74,627.42,584.05,541.70,500.43,460.28,421.26,383.40,346.67,311.06,276.51,242.98,210.39,178.65,147.67,117.33,87.53,58.12,28.99,0.00
556,1000.00,952.06,904.26,856.74,809.62,763.04,717.12,671.96,627.66,584.31,541.97,500.71,460.56,421.55,383.68,346.95,311.33,276.77,243.22,210.60,178.84,147.83,117.47,87.63,58.19,29.03,0.00
557,1000.00,952.10,904.33,856.84,809.75,763.21,717.31,672.17,627.90,584.56,542.24,500.99,460.85,421.84,383.97,347.23,311.59,277.02,243.45,210.82,179.03,147.99,117.60,87.73,58.26,29.06,0.00
558,1000.00,952.13,904.40,856.94,809.89,763.37,717.50,672.39,628.13,584.81,542.51,501.27,461.13,422.12,384.25,347.50,311.86,277.27,243.68,211.03,179.22,148.15,117.73,87.83,58.33,29.10,0.00
559,1000.00,952.16,904.47,857.04,810.02,763.53,717.69,672.60,628.37,585.07,542.77,501.54,461.41,422.41,384.53,347.78,312.12,277.52,243.92,211.24,179.40,148.31,117.86,87.93,58.39,29.13,0.00
560,1000.00,952.20,904.53,857.14,810.15,763.69,717.88,672.81,628.60,585.32,543.04,501.82,461.69,422.69,384.81,348.05,312.39,277.77,244.15,211.45,179.59,148.47,117.99,88.03,58.46,29.16,0.00
561,1000.00,952.23,904.60,857.24,810.29,763.85,718.07,673.03,628.83,585.57,543.30,502.09,461.97,422.97,385.09,348.33,312.65,278.02,244.38,211.66,179.78,148.63,118.12,88.13,58.53,29.20,0.00
562,1000.00,952.27,904.67,857.34,810.42,764.02,718.25,673.24,629.07,585.82,543.57,502.37,462.25,423.25,385.37,348.60,312.91,278.27,244.61,211.87,179.96,148.79,118.25,88.23,58.60,29.23,0.00
563,1000.00,952.30,904.74,857.44,810.55,764.18,718.44,673.45,629.30,586.07,543.83,502.64,462.53,423.53,385.65,348.87,313.17,278.51,244.84,212.08,180.14,148.95,118.38,88.32,58.66,29.26,0.00
564,1000.00,952.34,904.81,857.54,810.68,764.33,718.63,673.66,629.53,586.32,544.09,502.91,462.81,423.81,385.92,349.14,313.43,278.76,245.07,212.28,180.33,149.10,118.51,88.42,58.73,29.30,0.00
565,1000.00,952.37,904.87,857.64,810.81,764.49,718.81,673.87,629.76,586.56,544.35,503.18,463.08,424.09,386.20,349.41,313.69,279.00,245.29,212.49,180.51,149.26,118.63,88.52,58.79,29.33,0.00
566,1000.00,952.40,904.94,857.74,810.94,764.65,719.00,674.08,629.99,586.81,544.61,503.45,463.36,424.36,386.47,349.68,313.95,279.25,245.52,212.70,180.69,149.42,118.76,88.62,58.86,29.36,0.00
567,1000.00,952.44,905.01,857.84,811.07,764.81,719.18,674.28,630.21,587.05,544.87,503.72,463.63,424.64,386.75,349.94,314.21,279.49,245.75,212.90,180.87,149.57,118.89,88.71,58.93,29.40,0.00
568,1000.00,952.47,905.07,857.94,811.20,764.97,719.36,674.49,630.44,587.30,545.13,503.98,463.91,424.92,387.02,350.21,314.46,279.73,245.97,213.11,181.06,149.73,119.02,88.81,58.99,29.43,0.00
569,1000.00,952.50,905.14,858.04,811.32,765.12,719.55,674.70,630.67,587.54,545.38,504.25,464.18,425.19,387.29,350.48,314.72,279.98,246.20,213.31,181.24,149.88,119.14,88.91,59.06,29.46,0.00
570,1000.00,952.54,905.20,858.13,811.45,765.28,719.73,674.90,630.89,587.78,545.64,504.52,464.45,425.46,387.56,350.74,314.97,280.22,246.42,213.51,181.42,150.04,119.27,89.00,59.12,29.50,0.00
571,1000.00,952.57,905.27,858.23,811.58,765.43,719.91,675.11,631.12,588.03,545.89,504.78,464.72,425.73,387.83,351.00,315.22,280.46,246.64,213.72,181.60,150.19,119.39,89.10,59.18,29.53,0.00
572,1000.00,952.60,905.33,858.33,811.71,765.59,720.09,675.31,631.34,588.27,546.15,505.04,464.99,426.00,388.10,351.27,315.48,280.69,246.86,213.92,181.77,150.34,119.52,89.19,59.25,29.56,0.00
573,1000.00,952.63,905.40,858.42,811.83,765.74,720.27,675.51,631.56,588.51,546.40,505.31,465.26,426.27,388.37,351.53,315.73,280.93,247.08,214.12,181.95,150.49,119.64,89.29,59.31,29.59,0.00
574,1000.00,952.67,905.46,858.52,811.96,765.90,720.45,675.72,631.79,588.74,546.65,505.57,465.52,426.54,388.63,351.79,315.98,281.17,247.30,214.32,182.13,150.65,119.77,89.38,59.38,29.62,0.00
575,1000.00,952.70,905.53,858.62,812.08,766.05,720.63,675.92,632.01,588.98,546.90,505.83,465.79,426.81,388.90,352.05,316.23,281.41,247.52,214.52,182.31,150.80,119.89,89.48,59.44,29.66,0.00
576,1000.00,952.73,905.59,858.71,812.21,766.20,720.81,676.12,632.23,589.22,547.15,506.09,466.05,427.08,389.16,352.31,316.48,281.64,247.74,214.72,182.48,150.95,120.01,89.57,59.50,29.69,0.00
577,1000.00,952.76,905.66,858.81,812.33,766.35,720.98,676.32,632.45,589.46,547.40,506.35,466.32,427.34,389.43,352.56,316.73,281.88,247.96,214.91,182.66,151.10,120.14,89.67,59.57,29.72,0.00
578,1000.00,952.80,905.72,858.90,812.46,766.51,721.16,676.52,632.67,589.69,547.65,506.60,466.58,427.61,389.69,352.82,316.97,282.11,248.18,215.11,182.83,151.25,120.26,89.76,59.63,29.75,0.00
579,1000.00,952.83,905.78,858.99,812.58,766.66,721.34,676.72,632.89,589.93,547.90,506.86,466.84,427.87,389.95,353.08,317.22,282.34,248.39,215.31,183.01,151.40,120.38,89.85,59.69,29.78,0.00
580,1000.00,952.86,905.85,859.09,812.70,766.81,721.51,676.91,633.10,590.16,548.15,507.12,467.10,428.13,390.21,353.33,317.46,282.57,248.61,215.50,183.18,151.54,120.50,89.94,59.75,29.81,0.00
581,1000.00,952.89,905.91,859.18,812.83,766.96,721.69,677.11,633.32,590.39,548.39,507.37,467.37,428.40,390.47,353.58,317.71,282.81,248.82,215.70,183.35,151.69,120.62,90.04,59.82,29.85,0.00
582,1000.00,952.92,905.97,859.28,812.95,767.11,721.86,677.31,633.54,590.62,548.64,507.62,467.62,428.66,390.73,353.84,317.95,283.04,249.04,215.89,183.52,151.84,120.74,90.13,59.88,29.88,0.00
583,1000.00,952.96,906.04,859.37,813.07,767.25,722.03,677.50,633.75,590.85,548.88,507.88,467.88,428.92,390.99,354.09,318.19,283.27,249.25,216.09,183.70,151.99,120.86,90.22,59.94,29.91,0.00
584,1000.00,952.99,906.10,859.46,813.19,767.40,722.21,677.70,633.96,591.09,549.12,508.13,468.14,429.18,391.25,354.34,318.44,283.49,249.46,216.28,183.87,152.13,120.98,90.31,60.00,29.94,0.00
585,1000.00,953.02,906.16,859.55,813.31,767.55,722.38,677.89,634.18,591.31,549.37,508.38,468.40,429.44,391.50,354.59,318.68,283.72,249.68,216.47,184.04,152.28,121.10,90.40,60.06,29.97,0.00
586,1000.00,953.05,906.22,859.64,813.43,767.70,722.55,678.08,634.39,591.54,549.61,508.63,468.65,429.69,391.76,354.84,318.92,283.95,249.89,216.66,184.21,152.42,121.22,90.49,60.13,30.00,0.00
587,1000.00,953.08,906.29,859.74,813.55,767.84,722.72,678.28,634.60,591.77,549.85,508.88,468.91,429.95,392.01,355.09,319.16,284.18,250.10,216.86,184.38,152.57,121.34,90.58,60.19,30.03,0.00
588,1000.00,953.11,906.35,859.83,813.67,767.99,722.89,678.47,634.81,592.00,550.09,509.13,469.16,430.20,392.27,355.34,319.39,284.40,250.31,217.05,184.54,152.71,121.46,90.67,60.25,30.06,0.00
589,1000.00,953.14,906.41,859.92,813.79,768.13,723.06,678.66,635.02,592.22,550.32,509.38,469.41,430.46,392.52,355.58,319.63,284.63,250.51,217.24,184.71,152.86,121.58,90.76,60.31,30.09,0.00
590,1000.00,953.17,906.47,860.01,813.91,768.28,723.23,678.85,635.23,592.45,550.56,509.62,469.67,430.71,392.77,355.83,319.87,284.85,250.72,217.42,184.88,153.00,121.69,90.85,60.37,30.12,0.00
591,1000.00,953.20,906.53,860.10,814.03,768.42,723.40,679.04,635.44,592.67,550.80,509.87,469.92,430.96,393.02,356.07,320.10,285.07,250.93,217.61,185.05,153.14,121.81,90.94,60.43,30.15,0.00
592,1000.00,953.23,906.59,860.19,814.14,768.57,723.56,679.23,635.65,592.90,551.03,510.11,470.17,431.22,393.27,356.32,320.34,285.29,251.14,217.80,185.21,153.29,121.93,91.03,60.49,30.18,0.00
593,1000.00,953.26,906.65,860.28,814.26,768.71,723.73,679.42,635.86,593.12,551.27,510.36,470.42,431.47,393.52,356.56,320.57,285.52,251.34,217.99,185.38,153.43,122.04,91.12,60.55,30.21,0.00
594,1000.00,953.30,906.71,860.37,814.38,768.85,723.90,679.61,636.06,593.34,551.50,510.60,470.66,431.72,393.77,356.80,320.81,285.74,251.55,218.17,185.54,153.57,122.16,91.21,60.61,30.24,0.00
595,1000.00,953.33,906.77,860.46,814.49,769.00,724.06,679.79,636.27,593.56,551.74,510.84,470.91,431.97,394.01,357.04,321.04,285.96,251.75,218.36,185.71,153.71,122.27,91.29,60.67,30.27,0.00
596,1000.00,953.36,906.83,860.54,814.61,769.14,724.23,679.98,636.47,593.78,551.97,511.08,471.16,432.21,394.26,357.28,321.27,286.17,251.95,218.54,185.87,153.85,122.39,91.38,60.72,30.30,0.00
597,1000.00,953.39,906.89,860.63,814.73,769.28,724.39,680.17,636.68,594.00,552.20,511.32,471.40,432.46,394.50,357.52,321.50,286.39,252.16,218.73,186.03,153.99,122.50,91.47,60.78,30.33,0.00
598,1000.00,953.42,906.95,860.72,814.84,769.42,724.56,680.35,636.88,594.22,552.43,511.56,471.65,432.71,394.75,357.76,321.73,286.61,252.36,218.91,186.20,154.13,122.61,91.56,60.84,30.36,0.00
599,1000.00,953.44,907.01,860.81,814.95,769.56,724.72,680.53,637.08,594.44,552.66,511.80,471.89,432.95,394.99,358.00,321.96,286.83,252.56,219.09,186.36,154.27,122.73,91.64,60.90,30.39,0.00
