,Position 0.0 mm,Position 1.0 mm,Position 2.0 mm,Position 3.0 mm,Position 4.0 mm,Position 5.0 mm,Position 6.0 mm,Position 7.0 mm,Position 8.0 mm,Position 9.0 mm,Position 10.0 mm,Position 11.0 mm,Position 12.0 mm,Position 13.0 mm,Position 14.0 mm,Position 15.0 mm,Position 16.0 mm,Position 17.0 mm,Position 18.0 mm,Position 19.0 mm,Position 20.0 mm,Position 21.0 mm,Position 22.0 mm,Position 23.0 mm,Position 24.0 mm,Position 25.0 mm,Position 26.0 mm
123,1000.00,901.78,805.13,711.54,622.35,538.71,461.53,391.42,328.73,273.56,225.74,184.91,150.53,121.99,98.57,79.53,64.18,51.83,41.87,33.76,27.06,21.37,16.42,11.96,7.82,3.86,0.00
124,1000.00,902.17,805.90,712.64,623.74,540.33,463.30,393.27,330.61,275.40,227.49,186.52,151.99,123.27,99.66,80.45,64.93,52.43,42.33,34.11,27.31,21.55,16.54,12.04,7.86,3.89,0.00
125,1000.00,902.56,806.65,713.73,625.11,541.92,465.05,395.11,332.47,277.22,229.22,188.13,153.44,124.55,100.76,81.38,65.69,53.03,42.80,34.47,27.57,21.74,16.67,12.12,7.91,3.91,0.00
126,1000.00,902.94,807.40,714.80,626.47,543.50,466.78,396.94,334.32,279.04,230.95,189.73,154.89,125.83,101.86,82.30,66.44,53.64,43.27,34.83,27.84,21.93,16.80,12.20,7.96,3.93,0.00
127,1000.00,903.32,808.14,715.87,627.81,545.06,468.50,398.74,336.15,280.84,232.67,191.33,156.33,127.10,102.96,83.23,67.21,54.25,43.75,35.19,28.11,22.12,16.93,12.29,8.02,3.96,0.00
128,1000.00,903.69,808.87,716.92,629.14,546.61,470.20,400.54,337.97,282.62,234.37,192.91,157.77,128.37,104.06,84.16,67.97,54.86,44.24,35.56,28.38,22.32,17.07,12.38,8.07,3.98,0.00
129,1000.00,904.06,809.59,717.96,630.45,548.14,471.89,402.31,339.78,284.40,236.07,194.49,159.21,129.65,105.16,85.09,68.74,55.48,44.72,35.94,28.66,22.52,17.21,12.48,8.13,4.01,0.00
130,1000.00,904.43,810.30,718.99,631.75,549.65,473.56,404.07,341.57,286.16,237.76,196.07,160.64,130.92,106.27,86.02,69.51,56.11,45.22,36.31,28.95,22.73,17.36,12.57,8.18,4.04,0.00
131,1000.00,904.79,811.00,720.01,633.04,551.15,475.21,405.82,343.34,287.91,239.44,197.63,162.07,132.18,107.37,86.95,70.29,56.74,45.71,36.70,29.23,22.94,17.50,12.67,8.24,4.06,0.00
132,1000.00,905.15,811.70,721.01,634.31,552.64,476.85,407.55,345.10,289.65,241.10,199.19,163.49,133.45,108.47,87.89,71.07,57.37,46.22,37.09,29.53,23.16,17.66,12.77,8.31,4.09,0.00
133,1000.00,905.50,812.39,722.01,635.57,554.11,478.47,409.26,346.85,291.38,242.76,200.74,164.90,134.71,109.57,88.83,71.85,58.00,46.72,37.48,29.82,23.37,17.81,12.88,8.37,4.12,0.00
134,1000.00,905.85,813.07,722.99,636.81,555.56,480.08,410.96,348.58,293.09,244.41,202.29,166.32,135.98,110.67,89.77,72.63,58.64,47.23,37.88,30.12,23.59,17.97,12.98,8.43,4.15,0.00
135,1000.00,906.19,813.75,723.97,638.05,557.00,481.67,412.65,350.31,294.79,246.05,203.83,167.72,137.23,111.77,90.71,73.42,59.29,47.75,38.28,30.43,23.82,18.13,13.09,8.50,4.19,0.00
136,1000.00,906.53,814.41,724.93,639.27,558.43,483.25,414.32,352.01,296.49,247.68,205.36,169.13,138.49,112.87,91.65,74.21,59.94,48.26,38.68,30.74,24.05,18.29,13.20,8.57,4.22,0.00
137,1000.00,906.87,815.07,725.89,640.47,559.84,484.81,415.97,353.71,298.17,249.30,206.88,170.53,139.75,113.97,92.60,75.00,60.59,48.79,39.09,31.05,24.28,18.46,13.32,8.64,4.25,0.00
138,1000.00,907.20,815.73,726.83,641.67,561.24,486.36,417.62,355.39,299.84,250.91,208.40,171.92,141.00,115.07,93.54,75.80,61.24,49.31,39.51,31.37,24.52,18.63,13.43,8.71,4.29,0.00
139,1000.00,907.53,816.37,727.76,642.85,562.63,487.89,419.24,357.06,301.49,252.51,209.91,173.31,142.25,116.17,94.49,76.59,61.90,49.84,39.92,31.69,24.76,18.80,13.55,8.79,4.32,0.00
140,1000.00,907.86,817.01,728.69,644.02,564.00,489.42,420.86,358.71,303.14,254.11,211.41,174.69,143.49,117.27,95.43,77.39,62.56,50.38,40.35,32.02,25.00,18.98,13.67,8.86,4.36,0.00
141,1000.00,908.18,817.64,729.60,645.18,565.36,490.92,422.46,360.36,304.77,255.69,212.90,176.07,144.74,118.37,96.38,78.19,63.22,50.91,40.77,32.35,25.25,19.16,13.80,8.94,4.39,0.00
142,1000.00,908.50,818.27,730.51,646.33,566.71,492.42,424.05,361.99,306.40,257.26,214.39,177.45,145.98,119.46,97.33,79.00,63.89,51.46,41.20,32.68,25.50,19.34,13.92,9.02,4.43,0.00
143,1000.00,908.82,818.89,731.40,647.47,568.04,493.90,425.63,363.61,308.01,258.83,215.87,178.82,147.22,120.56,98.28,79.80,64.56,52.00,41.63,33.01,25.76,19.53,14.05,9.10,4.47,0.00
144,1000.00,909.13,819.50,732.29,648.60,569.36,495.37,427.19,365.21,309.62,260.39,217.35,180.18,148.45,121.65,99.23,80.61,65.23,52.55,42.07,33.35,26.01,19.72,14.18,9.18,4.51,0.00
145,1000.00,909.44,820.10,733.17,649.71,570.67,496.82,428.74,366.81,311.21,261.93,218.82,181.54,149.68,122.75,100.18,81.42,65.90,53.10,42.51,33.70,26.27,19.91,14.31,9.26,4.55,0.00
146,1000.00,909.75,820.70,734.04,650.82,571.97,498.26,430.28,368.39,312.79,263.47,220.28,182.90,150.91,123.84,101.13,82.23,66.58,53.65,42.95,34.05,26.54,20.10,14.45,9.35,4.59,0.00
147,1000.00,910.05,821.30,734.90,651.91,573.25,499.69,431.80,369.96,314.36,265.00,221.73,184.25,152.14,124.93,102.08,83.04,67.26,54.21,43.40,34.40,26.81,20.30,14.59,9.43,4.63,0.00
148,1000.00,910.35,821.89,735.75,652.99,574.53,501.11,433.31,371.52,315.92,266.52,223.18,185.59,153.36,126.02,103.04,83.86,67.95,54.77,43.85,34.75,27.08,20.50,14.73,9.52,4.67,0.00
149,1000.00,910.65,822.47,736.60,654.07,575.79,502.52,434.82,373.07,317.47,268.04,224.62,186.93,154.59,127.11,103.99,84.68,68.63,55.34,44.31,35.11,27.35,20.70,14.87,9.61,4.72,0.00
150,1000.00,910.94,823.04,737.43,655.13,577.04,503.91,436.30,374.61,319.01,269.54,226.05,188.27,155.80,128.20,104.94,85.49,69.32,55.90,44.76,35.47,27.63,20.90,15.01,9.70,4.76,0.00
151,1000.00,911.23,823.62,738.26,656.18,578.28,505.29,437.78,376.13,320.54,271.04,227.48,189.60,157.02,129.29,105.89,86.31,70.01,56.47,45.22,35.83,27.91,21.11,15.16,9.79,4.81,0.00
152,1000.00,911.52,824.18,739.08,657.23,579.51,506.66,439.25,377.65,322.06,272.52,228.90,190.92,158.23,130.37,106.85,87.13,70.70,57.04,45.69,36.20,28.19,21.32,15.30,9.89,4.85,0.00
153,1000.00,911.80,824.74,739.89,658.26,580.73,508.02,440.70,379.15,323.57,274.00,230.31,192.24,159.44,131.45,107.80,87.95,71.39,57.62,46.15,36.57,28.47,21.53,15.45,9.98,4.90,0.00
154,1000.00,912.09,825.29,740.70,659.28,581.93,509.37,442.14,380.64,325.08,275.47,231.72,193.56,160.64,132.54,108.75,88.77,72.09,58.20,46.62,36.94,28.76,21.75,15.61,10.08,4.94,0.00
155,1000.00,912.37,825.84,741.49,660.30,583.13,510.70,443.57,382.13,326.57,276.93,233.12,194.87,161.85,133.62,109.70,89.60,72.79,58.78,47.10,37.32,29.05,21.97,15.76,10.18,4.99,0.00
156,1000.00,912.64,826.39,742.28,661.31,584.31,512.03,444.99,383.60,328.05,278.39,234.51,196.17,163.04,134.70,110.65,90.42,73.49,59.36,47.57,37.70,29.35,22.19,15.92,10.28,5.04,0.00
157,1000.00,912.92,826.92,743.06,662.30,585.49,513.34,446.40,385.06,329.52,279.83,235.89,197.48,164.24,135.77,111.61,91.25,74.19,59.94,48.05,38.08,29.64,22.41,16.07,10.38,5.09,0.00
158,1000.00,913.19,827.46,743.84,663.29,586.66,514.64,447.80,386.51,330.98,281.27,237.27,198.77,165.43,136.85,112.56,92.07,74.89,60.53,48.53,38.46,29.94,22.63,16.23,10.48,5.14,0.00
159,1000.00,913.46,827.99,744.61,664.27,587.81,515.94,449.19,387.95,332.44,282.70,238.65,200.06,166.62,137.92,113.51,92.90,75.60,61.12,49.01,38.85,30.25,22.86,16.40,10.58,5.19,0.00
160,1000.00,913.73,828.51,745.37,665.24,588.96,517.22,450.57,389.38,333.88,284.12,240.01,201.35,167.81,138.99,114.46,93.73,76.30,61.71,49.50,39.24,30.55,23.09,16.56,10.69,5.24,0.00
161,1000.00,913.99,829.03,746.12,666.20,590.09,518.49,451.93,390.80,335.32,285.53,241.37,202.63,168.99,140.06,115.41,94.55,77.01,62.31,49.99,39.63,30.86,23.32,16.72,10.79,5.29,0.00
162,1000.00,914.25,829.54,746.87,667.15,591.22,519.75,453.29,392.21,336.74,286.94,242.73,203.91,170.17,141.13,116.36,95.38,77.72,62.90,50.48,40.03,31.17,23.56,16.89,10.90,5.34,0.00
163,1000.00,914.51,830.05,747.61,668.10,592.34,521.00,454.64,393.62,338.16,288.34,244.08,205.18,171.34,142.20,117.31,96.21,78.43,63.50,50.97,40.43,31.48,23.79,17.06,11.01,5.40,0.00
164,1000.00,914.77,830.56,748.34,669.03,593.44,522.24,455.97,395.01,339.57,289.73,245.42,206.44,172.51,143.26,118.26,97.04,79.14,64.10,51.47,40.83,31.79,24.03,17.23,11.12,5.45,0.00
165,1000.00,915.02,831.05,749.07,669.96,594.54,523.48,457.30,396.39,340.97,291.11,246.75,207.70,173.68,144.32,119.20,97.87,79.86,64.70,51.97,41.23,32.11,24.27,17.40,11.23,5.51,0.00
166,1000.00,915.28,831.55,749.79,670.88,595.63,524.70,458.62,397.76,342.36,292.48,248.08,208.96,174.85,145.38,120.15,98.70,80.57,65.31,52.47,41.63,32.43,24.51,17.58,11.34,5.56,0.00
167,1000.00,915.53,832.04,750.50,671.80,596.71,525.91,459.92,399.12,343.74,293.85,249.40,210.21,176.01,146.44,121.10,99.53,81.29,65.91,52.97,42.04,32.75,24.76,17.75,11.46,5.62,0.00
168,1000.00,915.77,832.53,751.21,672.70,597.78,527.11,461.22,400.48,345.11,295.21,250.72,211.46,177.17,147.50,122.04,100.36,82.00,66.52,53.47,42.45,33.08,25.01,17.93,11.57,5.67,0.00
169,1000.00,916.02,833.01,751.91,673.60,598.85,528.31,462.51,401.82,346.48,296.56,252.03,212.70,178.32,148.55,122.98,101.19,82.72,67.13,53.98,42.86,33.40,25.25,18.11,11.69,5.73,0.00
170,1000.00,916.26,833.49,752.61,674.49,599.90,529.49,463.79,403.16,347.84,297.91,253.33,213.94,179.47,149.60,123.93,102.02,83.44,67.74,54.49,43.28,33.73,25.51,18.29,11.80,5.79,0.00
171,1000.00,916.50,833.96,753.30,675.37,600.94,530.67,465.06,404.48,349.18,299.25,254.63,215.17,180.62,150.65,124.87,102.85,84.16,68.35,55.00,43.69,34.06,25.76,18.47,11.92,5.84,0.00
172,1000.00,916.74,834.43,753.98,676.25,601.98,531.83,466.32,405.80,350.52,300.58,255.92,216.40,181.77,151.70,125.81,103.69,84.88,68.97,55.51,44.11,34.39,26.01,18.66,12.04,5.90,0.00
173,1000.00,916.98,834.90,754.66,677.11,603.01,532.99,467.57,407.11,351.86,301.90,257.20,217.62,182.91,152.74,126.75,104.52,85.60,69.58,56.02,44.53,34.73,26.27,18.84,12.16,5.96,0.00
174,1000.00,917.21,835.36,755.33,677.98,604.03,534.14,468.81,408.41,353.18,303.21,258.48,218.84,184.04,153.79,127.69,105.35,86.33,70.20,56.54,44.95,35.06,26.53,19.03,12.28,6.02,0.00
175,1000.00,917.45,835.82,756.00,678.83,605.04,535.28,470.04,409.70,354.50,304.52,259.75,220.05,185.18,154.83,128.63,106.18,87.05,70.82,57.06,45.38,35.40,26.79,19.21,12.40,6.08,0.00
176,1000.00,917.68,836.27,756.66,679.68,606.05,536.41,471.27,410.99,355.80,305.82,261.02,221.26,186.31,155.87,129.57,107.01,87.77,71.43,57.58,45.80,35.74,27.05,19.40,12.52,6.14,0.00
177,1000.00,917.91,836.72,757.32,680.52,607.05,537.54,472.48,412.26,357.10,307.12,262.28,222.46,187.43,156.90,130.50,107.84,88.50,72.06,58.10,46.23,36.08,27.31,19.59,12.65,6.20,0.00
178,1000.00,918.13,837.17,757.97,681.35,608.04,538.65,473.69,413.53,358.40,308.40,263.53,223.66,188.56,157.93,131.44,108.67,89.22,72.68,58.62,46.66,36.43,27.57,19.79,12.77,6.26,0.00
179,1000.00,918.36,837.61,758.61,682.18,609.02,539.76,474.89,414.79,359.68,309.69,264.78,224.85,189.68,158.97,132.37,109.50,89.95,73.30,59.14,47.09,36.77,27.84,19.98,12.90,6.32,0.00
180,1000.00,918.58,838.05,759.25,683.00,609.99,540.86,476.08,416.04,360.96,310.96,266.03,226.04,190.79,159.99,133.30,110.33,90.67,73.92,59.67,47.53,37.12,28.11,20.18,13.03,6.39,0.00
181,1000.00,918.80,838.48,759.89,683.81,610.96,541.95,477.26,417.28,362.23,312.23,267.26,227.23,191.91,161.02,134.23,111.16,91.40,74.55,60.20,47.96,37.47,28.38,20.37,13.15,6.45,0.00
182,1000.00,919.02,838.91,760.52,684.62,611.92,543.03,478.44,418.51,363.49,313.49,268.49,228.40,193.01,162.04,135.16,111.99,92.13,75.17,60.73,48.40,37.82,28.65,20.57,13.28,6.51,0.00
183,1000.00,919.24,839.34,761.14,685.42,612.87,544.10,479.60,419.74,364.74,314.74,269.72,229.58,194.12,163.07,136.09,112.81,92.85,75.80,61.26,48.83,38.17,28.92,20.77,13.41,6.58,0.00
184,1000.00,919.45,839.76,761.76,686.21,613.81,545.17,480.76,420.96,365.99,315.99,270.94,230.75,195.22,164.08,137.01,113.64,93.58,76.43,61.79,49.27,38.52,29.20,20.97,13.54,6.64,0.00
185,1000.00,919.67,840.19,762.37,687.00,614.75,546.23,481.91,422.17,367.23,317.23,272.15,231.91,196.32,165.10,137.94,114.47,94.31,77.05,62.32,49.71,38.88,29.47,21.17,13.67,6.71,0.00
186,1000.00,919.88,840.60,762.98,687.78,615.68,547.28,483.06,423.37,368.46,318.46,273.36,233.08,197.41,166.12,138.86,115.30,95.03,77.68,62.85,50.16,39.24,29.75,21.37,13.80,6.77,0.00
187,1000.00,920.09,841.02,763.59,688.56,616.61,548.32,484.19,424.56,369.69,319.69,274.56,234.23,198.50,167.13,139.78,116.12,95.76,78.31,63.39,50.60,39.59,30.02,21.57,13.94,6.84,0.00
188,1000.00,920.30,841.43,764.19,689.33,617.52,549.36,485.32,425.75,370.91,320.91,275.76,235.38,199.59,168.14,140.70,116.95,96.49,78.94,63.92,51.04,39.95,30.30,21.78,14.07,6.90,0.00
189,1000.00,920.51,841.84,764.78,690.09,618.43,550.39,486.44,426.93,372.12,322.12,276.95,236.53,200.68,169.14,141.62,117.77,97.22,79.57,64.46,51.49,40.31,30.58,21.98,14.21,6.97,0.00
190,1000.00,920.71,842.24,765.37,690.85,619.34,551.41,487.55,428.10,373.32,323.33,278.14,237.67,201.76,170.15,142.54,118.60,97.95,80.21,65.00,51.94,40.68,30.87,22.19,14.34,7.04,0.00
191,1000.00,920.92,842.64,765.96,691.60,620.23,552.43,488.65,429.27,374.52,324.53,279.32,238.81,202.83,171.15,143.46,119.42,98.67,80.84,65.53,52.39,41.04,31.15,22.40,14.48,7.10,0.00
192,1000.00,921.12,843.04,766.54,692.35,621.13,553.44,489.75,430.43,375.71,325.72,280.49,239.94,203.91,172.15,144.37,120.24,99.40,81.47,66.07,52.84,41.40,31.43,22.60,14.61,7.17,0.00
193,1000.00,921.32,843.43,767.12,693.09,622.01,554.44,490.84,431.58,376.89,326.91,281.66,241.07,204.97,173.14,145.28,121.06,100.13,82.10,66.61,53.29,41.77,31.72,22.81,14.75,7.24,0.00
194,1000.00,921.52,843.83,767.69,693.83,622.89,555.43,491.93,432.72,378.07,328.10,282.83,242.20,206.04,174.13,146.19,121.88,100.86,82.74,67.15,53.74,42.14,32.01,23.02,14.89,7.31,0.00
195,1000.00,921.72,844.22,768.26,694.56,623.76,556.42,493.00,433.86,379.24,329.27,283.99,243.31,207.10,175.13,147.10,122.70,101.58,83.37,67.70,54.19,42.50,32.29,23.24,15.03,7.38,0.00
196,1000.00,921.91,844.60,768.82,695.28,624.62,557.40,494.07,434.99,380.40,330.44,285.14,244.43,208.16,176.11,148.01,123.52,102.31,84.01,68.24,54.65,42.87,32.58,23.45,15.17,7.44,0.00
197,1000.00,922.11,844.98,769.38,696.00,625.48,558.37,495.13,436.11,381.56,331.61,286.29,245.54,209.22,177.10,148.91,124.34,103.04,84.64,68.78,55.10,43.24,32.87,23.66,15.31,7.51,0.00
198,1000.00,922.30,845.36,769.94,696.72,626.34,559.34,496.19,437.23,382.71,332.77,287.43,246.65,210.27,178.08,149.82,125.16,103.76,85.28,69.33,55.56,43.61,33.16,23.87,15.45,7.58,0.00
199,1000.00,922.49,845.74,770.49,697.43,627.18,560.30,497.24,438.34,383.85,333.92,288.57,247.75,211.32,179.06,150.72,125.97,104.49,85.91,69.87,56.01,43.99,33.45,24.09,15.59,7.65,0.00
200,1000.00,922.68,846.12,771.04,698.13,628.02,561.26,498.28,439.44,384.99,335.06,289.70,248.85,212.36,180.04,151.62,126.79,105.22,86.55,70.42,56.47,44.36,33.75,24.30,15.73,7.72,0.00
201,1000.00,922.87,846.49,771.58,698.83,628.86,562.20,499.31,440.54,386.12,336.21,290.83,249.94,213.40,181.01,152.52,127.60,105.94,87.18,70.96,56.93,44.73,34.04,24.52,15.87,7.79,0.00
202,1000.00,923.06,846.86,772.12,699.52,629.69,563.14,500.34,441.63,387.25,337.34,291.95,251.03,214.44,181.99,153.41,128.42,106.67,87.82,71.51,57.39,45.11,34.33,24.74,16.01,7.87,0.00
203,1000.00,923.24,847.22,772.66,700.21,630.51,564.08,501.36,442.71,388.37,338.47,293.07,252.11,215.47,182.96,154.31,129.23,107.39,88.45,72.06,57.85,45.49,34.63,24.96,16.16,7.94,0.00
204,1000.00,923.43,847.59,773.19,700.90,631.33,565.01,502.38,443.79,389.48,339.59,294.18,253.19,216.50,183.92,155.20,130.04,108.12,89.09,72.60,58.31,45.86,34.92,25.17,16.30,8.01,0.00
205,1000.00,923.61,847.95,773.71,701.58,632.14,565.93,503.39,444.86,390.58,340.71,295.28,254.27,217.53,184.89,156.09,130.85,108.84,89.72,73.15,58.77,46.24,35.22,25.39,16.45,8.08,0.00
206,1000.00,923.79,848.30,774.24,702.25,632.95,566.85,504.39,445.92,391.68,341.82,296.39,255.34,218.55,185.85,156.98,131.66,109.56,90.36,73.70,59.23,46.62,35.52,25.61,16.59,8.15,0.00
207,1000.00,923.97,848.66,774.76,702.92,633.75,567.76,505.39,446.98,392.78,342.93,297.48,256.40,219.57,186.81,157.87,132.46,110.29,91.00,74.25,59.70,47.00,35.82,25.83,16.74,8.22,0.00
208,1000.00,924.15,849.01,775.27,703.59,634.55,568.66,506.38,448.03,393.87,344.03,298.57,257.47,220.59,187.76,158.75,133.27,111.01,91.63,74.80,60.16,47.38,36.12,26.06,16.88,8.30,0.00
209,1000.00,924.33,849.36,775.79,704.25,635.34,569.56,507.36,449.08,394.95,345.13,299.66,258.52,221.60,188.72,159.63,134.07,111.73,92.27,75.35,60.62,47.76,36.42,26.28,17.03,8.37,0.00
210,1000.00,924.50,849.71,776.30,704.91,636.12,570.46,508.34,450.12,396.02,346.21,300.74,259.58,222.61,189.67,160.51,134.88,112.45,92.90,75.90,61.09,48.14,36.72,26.50,17.18,8.44,0.00
211,1000.00,924.68,850.06,776.80,705.56,636.90,571.34,509.31,451.15,397.10,347.30,301.82,260.63,223.62,190.61,161.39,135.68,113.17,93.54,76.45,61.55,48.52,37.02,26.72,17.32,8.52,0.00
212,1000.00,924.85,850.40,777.30,706.20,637.68,572.23,510.28,452.18,398.16,348.38,302.89,261.67,224.62,191.56,162.27,136.48,113.89,94.17,77.00,62.02,48.90,37.32,26.95,17.47,8.59,0.00
213,1000.00,925.03,850.74,777.80,706.85,638.45,573.10,511.24,453.20,399.22,349.45,303.96,262.71,225.62,192.50,163.15,137.28,114.61,94.81,77.55,62.48,49.29,37.62,27.17,17.62,8.66,0.00
214,1000.00,925.20,851.08,778.30,707.49,639.21,573.97,512.20,454.21,400.27,350.52,305.02,263.75,226.61,193.44,164.02,138.08,115.33,95.44,78.10,62.95,49.67,37.93,27.40,17.77,8.74,0.00
215,1000.00,925.37,851.41,778.79,708.12,639.97,574.84,513.14,455.22,401.32,351.58,306.08,264.78,227.60,194.38,164.89,138.88,116.04,96.08,78.65,63.42,50.05,38.23,27.62,17.92,8.81,0.00
216,1000.00,925.54,851.75,779.28,708.75,640.72,575.70,514.09,456.23,402.36,352.64,307.13,265.81,228.59,195.31,165.76,139.67,116.76,96.71,79.20,63.88,50.44,38.53,27.85,18.07,8.88,0.00
217,1000.00,925.70,852.08,779.76,709.38,641.47,576.55,515.03,457.23,403.40,353.69,308.18,266.84,229.58,196.24,166.63,140.46,117.48,97.34,79.75,64.35,50.82,38.84,28.07,18.22,8.96,0.00
218,1000.00,925.87,852.41,780.24,710.00,642.22,577.40,515.96,458.22,404.43,354.74,309.22,267.86,230.56,197.17,167.49,141.26,118.19,97.98,80.30,64.82,51.21,39.14,28.30,18.37,9.03,0.00
219,1000.00,926.04,852.73,780.72,710.61,642.96,578.24,516.88,459.21,405.45,355.78,310.26,268.87,231.54,198.10,168.35,142.05,118.90,98.61,80.85,65.29,51.59,39.45,28.53,18.52,9.11,0.00
220,1000.00,926.20,853.06,781.20,711.23,643.69,579.08,517.80,460.19,406.47,356.82,311.29,269.89,232.51,199.02,169.21,142.84,119.62,99.24,81.40,65.75,51.98,39.76,28.76,18.67,9.18,0.00
221,1000.00,926.36,853.38,781.67,711.84,644.42,579.92,518.72,461.16,407.49,357.85,312.32,270.89,233.48,199.94,170.07,143.63,120.33,99.87,81.95,66.22,52.37,40.06,28.98,18.82,9.26,0.00
222,1000.00,926.53,853.70,782.14,712.44,645.15,580.74,519.63,462.13,408.50,358.88,313.35,271.90,234.45,200.86,170.93,144.41,121.04,100.51,82.50,66.69,52.75,40.37,29.21,18.97,9.33,0.00
223,1000.00,926.69,854.01,782.60,713.04,645.87,581.57,520.53,463.10,409.50,359.90,314.37,272.90,235.42,201.77,171.78,145.20,121.75,101.14,83.05,67.16,53.14,40.68,29.44,19.12,9.41,0.00
224,1000.00,926.85,854.33,783.07,713.64,646.59,582.39,521.43,464.06,410.50,360.92,315.38,273.90,236.38,202.69,172.63,145.98,122.46,101.77,83.60,67.63,53.53,40.98,29.67,19.27,9.48,0.00
225,1000.00,927.01,854.64,783.53,714.23,647.30,583.20,522.33,465.01,411.50,361.93,316.40,274.89,237.33,203.60,173.48,146.76,123.17,102.40,84.15,68.09,53.92,41.29,29.90,19.43,9.56,0.00
226,1000.00,927.16,854.95,783.98,714.82,648.01,584.01,523.22,465.96,412.48,362.94,317.40,275.88,238.29,204.50,174.33,147.55,123.87,103.03,84.70,68.56,54.31,41.60,30.13,19.58,9.64,0.00
227,1000.00,927.32,855.26,784.44,715.41,648.71,584.81,524.10,466.91,413.47,363.94,318.41,276.86,239.24,205.41,175.18,148.32,124.58,103.66,85.25,69.03,54.69,41.91,30.36,19.73,9.71,0.00
228,1000.00,927.48,855.57,784.89,715.99,649.41,585.61,524.98,467.85,414.45,364.94,319.40,277.84,240.19,206.31,176.02,149.10,125.29,104.28,85.80,69.50,55.08,42.22,30.59,19.88,9.79,0.00
229,1000.00,927.63,855.88,785.33,716.57,650.11,586.40,525.85,468.78,415.42,365.93,320.40,278.82,241.13,207.21,176.86,149.88,125.99,104.91,86.34,69.97,55.47,42.53,30.82,20.04,9.87,0.00
230,1000.00,927.78,856.18,785.78,717.14,650.80,587.19,526.72,469.71,416.39,366.92,321.39,279.79,242.07,208.10,177.70,150.65,126.69,105.54,86.89,70.44,55.86,42.84,31.05,20.19,9.94,0.00
231,1000.00,927.94,856.48,786.22,717.72,651.48,587.97,527.59,470.63,417.35,367.90,322.37,280.76,243.01,208.99,178.54,151.42,127.39,106.17,87.44,70.91,56.25,43.15,31.28,20.34,10.02,0.00
232,1000.00,928.09,856.78,786.66,718.28,652.16,588.75,528.44,471.55,418.31,368.88,323.35,281.72,243.94,209.88,179.37,152.20,128.09,106.79,87.99,71.38,56.64,43.45,31.51,20.50,10.09,0.00
233,1000.00,928.24,857.08,787.10,718.85,652.84,589.53,529.30,472.46,419.26,369.86,324.33,282.69,244.87,210.77,180.21,152.97,128.79,107.42,88.54,71.84,57.03,43.76,31.74,20.65,10.17,0.00
234,1000.00,928.39,857.37,787.53,719.41,653.51,590.30,530.15,473.37,420.21,370.82,325.30,283.64,245.80,211.66,181.04,153.73,129.49,108.04,89.08,72.31,57.42,44.08,31.98,20.80,10.25,0.00
235,1000.00,928.54,857.67,787.96,719.96,654.18,591.06,530.99,474.27,421.15,371.79,326.27,284.60,246.73,212.54,181.87,154.50,130.19,108.66,89.63,72.78,57.80,44.39,32.21,20.96,10.32,0.00
236,1000.00,928.69,857.96,788.39,720.52,654.85,591.83,531.83,475.17,422.09,372.75,327.23,285.55,247.65,213.42,182.69,155.26,130.89,109.29,90.18,73.25,58.19,44.70,32.44,21.11,10.40,0.00
237,1000.00,928.83,858.25,788.81,721.07,655.51,592.58,532.67,476.07,423.03,373.71,328.19,286.49,248.56,214.29,183.52,156.03,131.58,109.91,90.72,73.72,58.58,45.01,32.67,21.27,10.48,0.00
238,1000.00,928.98,858.53,789.23,721.61,656.17,593.34,533.50,476.96,423.96,374.66,329.14,287.43,249.48,215.17,184.34,156.79,132.27,110.53,91.27,74.19,58.97,45.32,32.90,21.42,10.56,0.00
239,1000.00,929.12,858.82,789.65,722.16,656.82,594.08,534.32,477.84,424.88,375.60,330.09,288.37,250.39,216.04,185.16,157.55,132.97,111.15,91.81,74.65,59.36,45.63,33.14,21.58,10.63,0.00
240,1000.00,929.27,859.10,790.07,722.70,657.47,594.83,535.14,478.72,425.80,376.55,331.04,289.31,251.30,216.91,185.97,158.30,133.66,111.77,92.36,75.12,59.75,45.94,33.37,21.73,10.71,0.00
241,1000.00,929.41,859.39,790.49,723.23,658.12,595.57,535.96,479.60,426.72,377.48,331.98,290.24,252.20,217.77,186.79,159.06,134.35,112.39,92.90,75.59,60.14,46.25,33.60,21.88,10.79,0.00
242,1000.00,929.55,859.67,790.90,723.77,658.76,596.30,536.77,480.47,427.63,378.42,332.92,291.17,253.10,218.63,187.60,159.81,135.04,113.01,93.44,76.05,60.53,46.56,33.83,22.04,10.87,0.00
243,1000.00,929.69,859.95,791.31,724.30,659.40,597.03,537.58,481.33,428.54,379.35,333.86,292.09,254.00,219.49,188.41,160.57,135.72,113.62,93.99,76.52,60.92,46.87,34.07,22.19,10.94,0.00
244,1000.00,929.83,860.22,791.72,724.83,660.03,597.76,538.38,482.20,429.44,380.27,334.79,293.01,254.90,220.35,189.22,161.32,136.41,114.24,94.53,76.99,61.31,47.18,34.30,22.35,11.02,0.00
245,1000.00,929.97,860.50,792.12,725.35,660.66,598.48,539.18,483.05,430.34,381.19,335.71,293.93,255.79,221.20,190.03,162.07,137.09,114.85,95.07,77.45,61.70,47.49,34.53,22.50,11.10,0.00
